age,country,streaming_platform,top_genre,minutes_streamed_per_day,number_of_songs_liked,most_played_artist,subscription_type,listening_time,discover_engagement,repeat_rate,age_group,region
38,germany,deezer,rock,34,393,dua lipa,free,morning,38.54,27.62,36-50,europe
38,canada,apple music,metal,531,352,taylor swift,free,night,65.67,68.34,36-50,north_america
16,uk,spotify,classical,434,490,adele,free,afternoon,61.01,11.48,<18,europe
37,france,deezer,classical,532,311,drake,free,morning,11.9,29.56,36-50,europe
34,france,tidal,r&b,524,354,ed sheeran,free,night,74.01,62.96,26-35,europe
37,japan,amazon music,country,159,210,bts,premium,night,51.09,39.09,36-50,asia
55,germany,amazon music,classical,348,324,drake,premium,night,17.17,7.51,50+,europe
24,france,apple music,rock,31,371,taylor swift,free,afternoon,61.24,41.5,18-25,europe
45,france,deezer,reggae,146,403,bts,premium,night,28.5,78.12,36-50,europe
47,india,amazon music,hip-hop,297,153,bad bunny,free,night,66.73,47.74,36-50,asia
36,canada,amazon music,metal,268,319,dua lipa,premium,night,51.74,63.97,36-50,north_america
34,brazil,spotify,r&b,293,214,taylor swift,premium,morning,58.63,52.93,26-35,south_america
43,france,tidal,classical,567,24,drake,free,night,68.63,26.57,36-50,europe
24,canada,spotify,r&b,453,367,the weeknd,premium,night,46.4,56.46,18-25,north_america
27,usa,amazon music,classical,402,341,billie eilish,premium,night,31.33,58.61,26-35,north_america
51,india,deezer,metal,318,183,taylor swift,premium,morning,49.05,49.77,50+,asia
40,france,amazon music,edm,514,279,taylor swift,free,night,88.45,10.29,36-50,europe
43,south korea,spotify,country,444,20,ed sheeran,free,night,85.34,34.08,36-50,asia
60,france,spotify,r&b,320,177,dua lipa,premium,morning,12.3,63.64,50+,europe
44,brazil,tidal,country,567,462,drake,free,night,57.97,66.35,36-50,south_america
15,south korea,amazon music,pop,263,55,bad bunny,premium,night,51.89,62.46,<18,asia
52,canada,tidal,pop,16,95,billie eilish,free,morning,26.17,24.75,50+,north_america
45,japan,apple music,metal,523,393,bts,premium,night,25.98,76.03,36-50,asia
40,japan,youtube,hip-hop,503,108,bts,free,afternoon,42.1,11.83,36-50,asia
26,india,apple music,rock,320,198,drake,premium,night,87.79,42.75,26-35,asia
53,uk,amazon music,hip-hop,152,408,post malone,premium,morning,77.24,60.28,50+,europe
20,brazil,amazon music,r&b,525,437,taylor swift,premium,night,17.15,45.22,18-25,south_america
33,germany,apple music,pop,42,17,adele,premium,afternoon,73.86,11.63,26-35,europe
15,germany,apple music,metal,80,204,the weeknd,free,night,11.56,69.29,<18,europe
24,australia,spotify,rock,264,163,billie eilish,free,night,54.82,73.67,18-25,oceania
20,france,spotify,rock,172,200,adele,premium,morning,43.97,72.46,18-25,europe
32,france,spotify,classical,181,441,post malone,premium,afternoon,58.17,26.6,26-35,europe
14,australia,tidal,country,92,226,bad bunny,free,night,23.79,7.11,<18,oceania
60,brazil,apple music,pop,36,309,drake,premium,night,58.01,43.46,50+,south_america
26,france,spotify,hip-hop,269,455,bad bunny,free,morning,10.28,22.04,26-35,europe
54,usa,deezer,edm,54,140,dua lipa,premium,night,75.04,43.34,50+,north_america
50,usa,apple music,jazz,239,469,ed sheeran,free,night,32.67,31.91,36-50,north_america
30,south korea,amazon music,pop,430,408,drake,premium,afternoon,59.27,75.36,26-35,asia
25,usa,amazon music,pop,549,89,the weeknd,premium,morning,84.06,33.77,18-25,north_america
25,australia,tidal,r&b,510,266,taylor swift,free,morning,88.62,75.99,18-25,oceania
34,south korea,apple music,reggae,387,275,dua lipa,free,afternoon,16.47,28.6,26-35,asia
30,south korea,youtube,classical,223,262,bts,free,morning,46.23,54.83,26-35,asia
53,brazil,apple music,r&b,200,42,bad bunny,free,afternoon,85.98,31.43,50+,south_america
58,japan,youtube,edm,433,492,drake,premium,morning,21.43,24.43,50+,asia
48,germany,deezer,edm,174,56,the weeknd,premium,morning,84.14,19.83,36-50,europe
60,germany,deezer,edm,449,202,drake,free,morning,64.18,23.35,50+,europe
35,canada,spotify,rock,141,101,billie eilish,premium,morning,20.88,69.09,26-35,north_america
14,usa,youtube,pop,156,383,the weeknd,free,morning,35.91,25.47,<18,north_america
42,south korea,youtube,reggae,267,169,the weeknd,premium,night,50.99,48.77,36-50,asia
30,france,deezer,r&b,100,457,ed sheeran,free,morning,40.86,68.91,26-35,europe
60,brazil,apple music,country,397,397,adele,free,morning,50.95,21.19,50+,south_america
35,usa,deezer,metal,589,342,post malone,free,afternoon,49.09,65.08,26-35,north_america
38,australia,apple music,r&b,140,475,bad bunny,free,night,56.49,62.16,36-50,oceania
18,brazil,spotify,edm,58,177,ed sheeran,premium,night,12.09,34.67,<18,south_america
51,france,youtube,jazz,78,16,adele,premium,night,48.53,26.81,50+,europe
35,australia,tidal,edm,441,428,post malone,premium,afternoon,11.67,9.54,26-35,oceania
60,france,spotify,hip-hop,111,313,adele,free,afternoon,66.35,61.26,50+,europe
48,japan,apple music,jazz,543,472,ed sheeran,free,night,45.63,33.26,36-50,asia
53,brazil,youtube,hip-hop,507,148,billie eilish,premium,afternoon,87.59,6.23,50+,south_america
58,south korea,youtube,jazz,583,174,bts,free,afternoon,51.31,40.38,50+,asia
52,france,amazon music,edm,471,458,drake,free,morning,43.03,64.05,50+,europe
57,australia,deezer,r&b,534,277,dua lipa,free,afternoon,53.91,9.02,50+,oceania
23,germany,amazon music,reggae,536,410,the weeknd,premium,morning,12.98,60.32,18-25,europe
31,japan,apple music,country,293,389,billie eilish,free,afternoon,48.59,52.41,26-35,asia
53,australia,youtube,reggae,446,344,dua lipa,free,morning,76.84,16.4,50+,oceania
26,australia,spotify,pop,188,320,taylor swift,premium,morning,88.65,20.35,26-35,oceania
25,south korea,apple music,pop,525,193,ed sheeran,premium,afternoon,80.92,29.79,18-25,asia
41,india,apple music,r&b,333,337,dua lipa,free,morning,19.59,70.47,36-50,asia
13,japan,spotify,metal,393,412,bad bunny,premium,afternoon,67.77,59.27,<18,asia
21,germany,spotify,r&b,432,320,adele,premium,morning,40.52,42.53,18-25,europe
47,brazil,spotify,edm,169,136,drake,free,afternoon,83.54,57.59,36-50,south_america
13,france,apple music,metal,378,241,the weeknd,free,afternoon,56.77,31.51,<18,europe
45,france,youtube,reggae,419,383,bad bunny,premium,night,60.53,47.23,36-50,europe
35,canada,tidal,classical,231,394,billie eilish,premium,morning,38.48,11.69,26-35,north_america
28,brazil,amazon music,classical,253,188,the weeknd,premium,afternoon,32.39,12.53,26-35,south_america
47,south korea,deezer,pop,70,32,dua lipa,free,morning,58.69,73.69,36-50,asia
47,brazil,deezer,classical,315,281,dua lipa,free,night,45.09,65.76,36-50,south_america
24,uk,tidal,edm,285,416,billie eilish,premium,afternoon,68.84,68.11,18-25,europe
43,south korea,deezer,pop,321,389,dua lipa,free,afternoon,69.06,14.78,36-50,asia
45,australia,apple music,reggae,342,199,bad bunny,premium,afternoon,87.27,37.46,36-50,oceania
51,australia,spotify,reggae,89,156,taylor swift,premium,morning,74.25,25.44,50+,oceania
16,france,youtube,pop,422,348,dua lipa,premium,morning,64.56,10.85,<18,europe
42,india,youtube,jazz,466,146,billie eilish,premium,afternoon,10.14,29.68,36-50,asia
16,australia,apple music,edm,372,162,adele,free,afternoon,81.5,42.81,<18,oceania
47,france,tidal,reggae,83,250,bts,premium,morning,84.4,34.33,36-50,europe
22,japan,spotify,classical,477,387,ed sheeran,free,night,14.0,22.76,18-25,asia
56,japan,spotify,rock,431,200,post malone,free,morning,18.29,17.74,50+,asia
23,brazil,tidal,pop,90,146,post malone,premium,morning,69.51,67.03,18-25,south_america
25,uk,youtube,jazz,285,421,adele,premium,night,79.02,34.24,18-25,europe
49,india,tidal,pop,569,178,bad bunny,premium,afternoon,46.31,16.51,36-50,asia
16,germany,amazon music,r&b,418,397,taylor swift,premium,afternoon,26.7,31.68,<18,europe
15,brazil,spotify,pop,284,379,post malone,premium,morning,68.96,51.9,<18,south_america
16,usa,amazon music,rock,316,73,bad bunny,free,morning,21.46,65.93,<18,north_america
50,germany,spotify,classical,384,394,post malone,premium,night,11.36,20.55,36-50,europe
31,canada,youtube,r&b,126,476,taylor swift,free,night,76.11,68.13,26-35,north_america
51,germany,tidal,jazz,277,308,ed sheeran,premium,night,62.21,73.29,50+,europe
47,usa,tidal,edm,405,492,dua lipa,free,night,29.61,7.6,36-50,north_america
48,india,spotify,jazz,563,289,dua lipa,premium,night,38.01,25.96,36-50,asia
59,uk,amazon music,edm,376,403,drake,free,afternoon,69.98,60.74,50+,europe
57,germany,apple music,metal,533,365,adele,free,night,70.87,36.11,50+,europe
15,brazil,tidal,country,306,265,drake,premium,night,41.57,13.39,<18,south_america
41,uk,spotify,pop,538,108,bad bunny,premium,morning,49.17,13.63,36-50,europe
17,germany,youtube,classical,418,33,adele,free,night,38.1,60.52,<18,europe
35,france,tidal,reggae,165,382,bad bunny,free,night,83.27,25.95,26-35,europe
25,india,spotify,hip-hop,403,268,the weeknd,premium,morning,58.69,11.68,18-25,asia
45,germany,amazon music,edm,394,150,post malone,premium,morning,65.78,17.8,36-50,europe
47,australia,amazon music,classical,299,392,ed sheeran,premium,night,64.24,64.53,36-50,oceania
33,uk,apple music,hip-hop,32,201,adele,premium,night,12.4,63.32,26-35,europe
33,canada,youtube,edm,308,456,bad bunny,premium,night,14.27,67.51,26-35,north_america
36,uk,apple music,hip-hop,365,55,bts,premium,afternoon,30.26,67.49,36-50,europe
39,south korea,youtube,metal,478,6,adele,premium,morning,62.06,59.65,36-50,asia
15,japan,apple music,jazz,504,82,taylor swift,free,afternoon,38.76,26.95,<18,asia
20,australia,deezer,classical,392,21,drake,free,morning,58.95,60.31,18-25,oceania
36,brazil,amazon music,metal,356,400,taylor swift,free,night,27.51,73.6,36-50,south_america
13,uk,youtube,classical,129,384,bts,premium,afternoon,46.87,32.72,<18,europe
14,india,youtube,reggae,105,19,drake,free,afternoon,63.79,40.68,<18,asia
23,australia,amazon music,edm,446,312,ed sheeran,premium,morning,41.88,16.22,18-25,oceania
60,usa,deezer,edm,321,331,bts,premium,night,67.28,12.9,50+,north_america
53,australia,spotify,classical,246,168,adele,premium,night,77.86,36.41,50+,oceania
28,south korea,tidal,r&b,267,486,dua lipa,premium,morning,13.93,69.82,26-35,asia
48,south korea,spotify,hip-hop,333,379,bts,premium,afternoon,87.63,35.01,36-50,asia
47,usa,tidal,classical,230,325,adele,free,morning,69.78,5.04,36-50,north_america
43,brazil,spotify,reggae,191,379,dua lipa,premium,night,56.44,27.33,36-50,south_america
17,japan,deezer,hip-hop,121,286,the weeknd,free,afternoon,89.83,60.72,<18,asia
48,uk,apple music,metal,597,333,ed sheeran,premium,morning,29.5,66.19,36-50,europe
22,usa,deezer,pop,316,441,bts,premium,morning,81.33,18.59,18-25,north_america
44,canada,spotify,rock,12,38,bad bunny,free,night,62.69,62.29,36-50,north_america
32,south korea,youtube,rock,470,211,bts,premium,morning,57.14,40.58,26-35,asia
19,uk,spotify,pop,564,197,billie eilish,free,afternoon,56.19,35.65,18-25,europe
26,india,amazon music,jazz,407,133,the weeknd,premium,night,68.8,30.96,26-35,asia
58,uk,youtube,metal,218,145,dua lipa,free,night,82.93,55.21,50+,europe
29,germany,deezer,r&b,433,291,adele,premium,afternoon,17.3,79.3,26-35,europe
49,france,amazon music,country,211,346,bts,free,morning,42.05,31.86,36-50,europe
18,usa,amazon music,country,78,159,dua lipa,premium,morning,76.7,20.43,<18,north_america
23,usa,spotify,edm,17,399,billie eilish,premium,morning,82.62,63.02,18-25,north_america
23,japan,apple music,reggae,243,60,billie eilish,free,afternoon,71.48,42.27,18-25,asia
29,australia,deezer,hip-hop,350,186,post malone,free,night,79.12,37.13,26-35,oceania
21,brazil,tidal,pop,14,456,bts,free,afternoon,18.46,24.07,18-25,south_america
32,germany,youtube,rock,472,361,adele,premium,morning,48.76,43.59,26-35,europe
57,australia,amazon music,edm,362,134,the weeknd,free,morning,80.37,13.55,50+,oceania
38,india,deezer,reggae,141,432,bad bunny,premium,night,56.73,8.3,36-50,asia
31,india,youtube,r&b,302,117,dua lipa,free,night,89.64,24.86,26-35,asia
33,japan,deezer,jazz,59,51,adele,free,morning,34.22,54.51,26-35,asia
42,brazil,amazon music,country,518,167,taylor swift,free,morning,35.69,33.64,36-50,south_america
28,germany,amazon music,metal,598,105,ed sheeran,free,morning,78.13,55.93,26-35,europe
29,usa,amazon music,reggae,484,109,ed sheeran,premium,afternoon,62.72,55.65,26-35,north_america
37,india,deezer,hip-hop,67,441,drake,premium,morning,32.75,78.53,36-50,asia
28,brazil,tidal,classical,551,226,taylor swift,premium,night,28.76,70.06,26-35,south_america
52,uk,amazon music,classical,54,324,bad bunny,free,morning,19.66,58.54,50+,europe
44,germany,apple music,metal,309,498,post malone,free,afternoon,45.94,39.77,36-50,europe
49,australia,tidal,reggae,498,78,bts,free,night,88.11,35.88,36-50,oceania
28,canada,amazon music,country,217,386,post malone,premium,night,58.98,71.21,26-35,north_america
56,canada,apple music,classical,507,484,ed sheeran,free,afternoon,22.76,61.08,50+,north_america
47,canada,tidal,r&b,128,301,billie eilish,premium,afternoon,31.96,54.05,36-50,north_america
53,india,youtube,classical,105,326,ed sheeran,premium,morning,52.71,74.03,50+,asia
51,australia,youtube,hip-hop,414,176,bad bunny,premium,night,66.06,68.15,50+,oceania
13,uk,tidal,rock,492,410,post malone,free,morning,12.51,17.7,<18,europe
14,usa,youtube,classical,547,277,dua lipa,free,night,69.07,17.89,<18,north_america
13,usa,tidal,country,517,21,adele,free,morning,23.52,24.33,<18,north_america
37,brazil,tidal,rock,231,420,dua lipa,free,night,89.67,76.16,36-50,south_america
14,south korea,amazon music,edm,412,321,the weeknd,premium,morning,50.57,66.85,<18,asia
52,usa,apple music,jazz,182,8,ed sheeran,free,night,24.29,75.82,50+,north_america
22,germany,apple music,pop,423,401,ed sheeran,free,night,41.14,13.52,18-25,europe
59,japan,apple music,country,25,7,post malone,free,night,42.25,32.37,50+,asia
49,japan,amazon music,jazz,35,389,taylor swift,free,afternoon,50.09,54.93,36-50,asia
57,brazil,amazon music,country,183,300,taylor swift,premium,afternoon,77.55,72.88,50+,south_america
37,canada,amazon music,jazz,227,1,bad bunny,premium,afternoon,34.48,51.52,36-50,north_america
38,japan,amazon music,edm,589,198,taylor swift,premium,night,87.45,62.37,36-50,asia
36,germany,tidal,country,448,144,dua lipa,premium,morning,54.58,35.47,36-50,europe
27,usa,apple music,edm,115,437,post malone,premium,night,76.98,77.7,26-35,north_america
28,japan,spotify,r&b,474,235,post malone,premium,afternoon,76.0,66.75,26-35,asia
49,india,tidal,classical,577,482,drake,premium,morning,47.51,48.09,36-50,asia
25,france,youtube,pop,152,277,dua lipa,free,afternoon,72.78,40.8,18-25,europe
31,germany,youtube,r&b,455,495,dua lipa,premium,afternoon,81.59,60.02,26-35,europe
58,usa,amazon music,classical,131,366,billie eilish,free,night,39.73,33.84,50+,north_america
50,germany,youtube,classical,290,283,post malone,premium,morning,12.68,62.34,36-50,europe
34,canada,apple music,r&b,278,52,drake,free,night,18.74,75.18,26-35,north_america
26,brazil,spotify,jazz,126,28,adele,free,morning,73.32,55.16,26-35,south_america
27,usa,amazon music,jazz,10,7,the weeknd,free,afternoon,14.98,69.59,26-35,north_america
27,japan,spotify,country,459,187,adele,premium,night,85.87,30.6,26-35,asia
58,canada,deezer,pop,342,109,ed sheeran,premium,night,36.85,66.15,50+,north_america
59,france,amazon music,r&b,185,450,taylor swift,free,night,66.03,64.65,50+,europe
14,canada,amazon music,classical,549,288,adele,free,night,65.79,38.4,<18,north_america
57,brazil,tidal,metal,81,297,drake,free,morning,32.44,18.59,50+,south_america
33,japan,tidal,edm,312,272,taylor swift,free,night,66.37,79.58,26-35,asia
27,uk,spotify,metal,246,71,adele,premium,afternoon,19.19,10.96,26-35,europe
28,australia,spotify,classical,149,314,ed sheeran,premium,morning,15.72,22.7,26-35,oceania
15,japan,apple music,edm,564,416,the weeknd,premium,morning,18.25,48.7,<18,asia
38,france,tidal,edm,406,164,taylor swift,free,night,25.81,46.7,36-50,europe
45,canada,youtube,hip-hop,343,26,billie eilish,free,night,26.89,14.84,36-50,north_america
52,germany,tidal,r&b,484,430,ed sheeran,premium,morning,80.44,60.96,50+,europe
31,south korea,amazon music,hip-hop,273,423,the weeknd,premium,afternoon,87.34,65.98,26-35,asia
27,india,tidal,r&b,393,3,billie eilish,premium,morning,87.42,75.85,26-35,asia
56,france,deezer,reggae,224,457,bad bunny,premium,morning,85.77,57.74,50+,europe
29,south korea,spotify,country,33,354,billie eilish,free,morning,14.05,31.89,26-35,asia
51,usa,tidal,classical,514,46,ed sheeran,free,afternoon,43.44,48.22,50+,north_america
21,brazil,spotify,country,549,469,the weeknd,free,afternoon,44.4,36.12,18-25,south_america
14,uk,youtube,reggae,537,337,taylor swift,premium,morning,62.16,79.25,<18,europe
49,uk,tidal,metal,536,383,the weeknd,free,night,21.62,73.32,36-50,europe
47,australia,amazon music,edm,504,445,drake,premium,afternoon,67.71,8.12,36-50,oceania
58,canada,tidal,pop,566,384,ed sheeran,premium,afternoon,13.39,43.5,50+,north_america
60,south korea,apple music,edm,511,183,dua lipa,premium,morning,43.31,5.37,50+,asia
38,brazil,spotify,classical,336,334,taylor swift,free,night,39.75,16.59,36-50,south_america
19,usa,deezer,jazz,200,33,adele,free,night,39.39,30.03,18-25,north_america
35,south korea,deezer,metal,254,173,bts,premium,afternoon,41.08,10.98,26-35,asia
13,germany,spotify,r&b,337,158,bad bunny,premium,night,74.35,31.28,<18,europe
48,japan,apple music,r&b,562,176,taylor swift,premium,morning,74.02,50.73,36-50,asia
52,australia,tidal,jazz,568,197,taylor swift,premium,afternoon,28.28,25.13,50+,oceania
42,uk,deezer,edm,480,466,bad bunny,free,afternoon,36.33,75.78,36-50,europe
56,usa,deezer,reggae,254,467,bad bunny,free,night,26.67,31.23,50+,north_america
24,india,tidal,reggae,423,389,drake,premium,night,54.06,22.13,18-25,asia
13,south korea,deezer,classical,506,210,drake,free,morning,86.96,30.03,<18,asia
26,uk,youtube,hip-hop,500,418,bad bunny,premium,afternoon,46.72,13.31,26-35,europe
51,uk,apple music,rock,470,432,the weeknd,premium,morning,22.26,32.76,50+,europe
